Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdensity	AvHet	SDHet	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdensity	CummAvHet	CummSDHet
5_12_12	0.75	666	664	1.0	15.2	4.5	0.0651	0.01955	0.0793	0.04745	1347	1344	1.0	15.2	4.5	0.06541	0.01968	0.07516	0.05082
5_12_12	0.67	1001	999	1.0	14.5	4.7	0.06221	0.02095	0.0813	0.06458	2348	2343	1.0	14.9	4.6	0.06404	0.02029	0.07778	0.05716
5_12_12	0.58	1583	1581	1.0	14.2	4.8	0.061	0.02079	0.07901	0.06074	3931	3924	1.0	14.6	4.7	0.06282	0.02055	0.07827	0.05862
5_12_12	0.5	2345	2338	1.0	13.3	4.9	0.0573	0.02124	0.07925	0.06742	6276	6262	1.0	14.1	4.8	0.06076	0.02098	0.07864	0.06205
5_12_12	0.42	3650	3633	1.0	12.2	5.2	0.05266	0.02256	0.07871	0.07891	9926	9895	1.0	13.4	5.0	0.05779	0.02192	0.07867	0.06872
5_12_12	0.33	5658	5611	0.99	10.6	5.3	0.0461	0.02315	0.0759	0.09066	15584	15506	0.99	12.4	5.3	0.05356	0.02307	0.07767	0.07739
5_12_12	0.25	9829	9584	0.98	8.6	5.1	0.03788	0.02242	0.07644	0.11285	25413	25090	0.99	11.0	5.5	0.04757	0.02406	0.0772	0.09255
5_12_12	0.17	24609	21622	0.88	5.5	4.1	0.02438	0.01847	0.07985	0.15733	50022	46712	0.93	8.4	5.6	0.03684	0.02454	0.07843	0.12673
5_12_12	0.08	98200	6431	0.07	2.3	2.4	0.01029	0.01111	1.0	0.0	148222	53143	0.36	7.7	5.7	0.03362	0.02489	0.18995	0.3232
5_10_12	1.0	97	97	1.0	15.3	4.4	0.06594	0.01943	0.06063	0.04241	97	97	1.0	15.3	4.4	0.06594	0.01943	0.06063	0.04241
5_10_12	0.92	162	162	1.0	15.8	4.2	0.06782	0.01856	0.06002	0.04761	259	259	1.0	15.6	4.3	0.06712	0.01888	0.06024	0.04565
5_10_12	0.83	418	416	1.0	15.4	4.3	0.06584	0.01879	0.07793	0.05827	677	675	1.0	15.5	4.3	0.06633	0.01882	0.07114	0.05443
5_10_12	0.75	663	662	1.0	15.1	4.6	0.06485	0.01996	0.08078	0.05239	1340	1337	1.0	15.3	4.4	0.0656	0.0194	0.07592	0.05362
5_10_12	0.67	1020	1018	1.0	14.6	4.7	0.06257	0.02064	0.08003	0.06124	2360	2355	1.0	15.0	4.6	0.06429	0.02	0.07769	0.05707
5_10_12	0.58	1611	1608	1.0	14.2	4.8	0.06109	0.02079	0.07968	0.06489	3971	3963	1.0	14.7	4.7	0.06299	0.02038	0.0785	0.06036
5_10_12	0.5	2382	2374	1.0	13.3	4.9	0.05718	0.02142	0.07858	0.06649	6353	6337	1.0	14.1	4.8	0.06081	0.02096	0.07853	0.06272
5_10_12	0.42	3696	3681	1.0	12.2	5.2	0.05256	0.02253	0.07693	0.07534	10049	10018	1.0	13.4	5.0	0.05778	0.02192	0.07794	0.06763
5_10_12	0.33	5719	5675	0.99	10.7	5.3	0.04641	0.02323	0.07557	0.08981	15768	15693	1.0	12.4	5.3	0.05367	0.02306	0.07708	0.07641
5_10_12	0.25	9890	9645	0.98	8.7	5.1	0.03804	0.02252	0.07575	0.11231	25658	25338	0.99	11.0	5.5	0.04772	0.02408	0.07658	0.09174
5_10_12	0.17	24726	21727	0.88	5.5	4.1	0.02444	0.01851	0.07986	0.1579	50384	47065	0.93	8.4	5.7	0.03697	0.0246	0.07809	0.12666
5_10_12	0.08	97986	6364	0.06	2.2	2.3	0.0101	0.01069	1.0	0.0	148370	53429	0.36	7.7	5.7	0.03377	0.02495	0.1879	0.32142
7_12_6	1.0	62	62	1.0	13.1	4.0	0.0563	0.01805	0.06251	0.0415	62	62	1.0	13.1	4.0	0.0563	0.01805	0.06251	0.0415
7_12_6	0.92	94	94	1.0	13.8	3.6	0.05994	0.01674	0.06155	0.03574	156	156	1.0	13.5	3.8	0.0585	0.0173	0.06193	0.03801
7_12_6	0.83	299	296	0.99	13.6	3.9	0.05797	0.01693	0.07541	0.0648	455	452	0.99	13.6	3.9	0.05815	0.01704	0.07076	0.05731
7_12_6	0.75	490	490	1.0	12.9	3.9	0.05533	0.01701	0.08912	0.07329	945	942	1.0	13.2	3.9	0.05668	0.01707	0.08031	0.06671
7_12_6	0.67	725	723	1.0	12.6	4.0	0.05436	0.0177	0.08506	0.06108	1670	1665	1.0	13.0	4.0	0.05567	0.01738	0.08237	0.06435
7_12_6	0.58	1144	1138	0.99	12.3	4.1	0.05267	0.01785	0.08577	0.07299	2814	2803	1.0	12.7	4.0	0.05445	0.01763	0.08375	0.068
7_12_6	0.5	1935	1929	1.0	11.9	4.2	0.05119	0.01831	0.08719	0.0713	4749	4732	1.0	12.3	4.1	0.05312	0.01798	0.08515	0.06938
7_12_6	0.42	3168	3152	0.99	10.8	4.4	0.0464	0.01908	0.08455	0.07889	7917	7884	1.0	11.7	4.3	0.05044	0.01872	0.08491	0.07332
7_12_6	0.33	5151	5105	0.99	9.3	4.6	0.04057	0.01996	0.08547	0.09436	13068	12989	0.99	10.8	4.6	0.04656	0.01981	0.08513	0.08223
7_12_6	0.25	9145	8886	0.97	7.6	4.4	0.03335	0.01916	0.08827	0.12025	22213	21875	0.98	9.5	4.8	0.04119	0.0206	0.08641	0.09945
7_12_6	0.17	24943	21782	0.87	4.8	3.5	0.02146	0.01571	0.09149	0.16869	47156	43657	0.93	7.2	4.8	0.03135	0.02081	0.08894	0.13842
7_12_6	0.08	104444	8038	0.08	2.4	2.6	0.01113	0.0122	1.0	0.0	151600	51695	0.34	6.4	4.8	0.0282	0.02104	0.2306	0.3538
7_1_12	1.0	79	79	1.0	14.8	4.4	0.06391	0.01934	0.05757	0.04132	79	79	1.0	14.8	4.4	0.06391	0.01934	0.05757	0.04132
7_1_12	0.92	171	171	1.0	15.3	4.3	0.06517	0.01878	0.06521	0.06714	250	250	1.0	15.2	4.3	0.06477	0.01893	0.06279	0.06021
7_1_12	0.83	417	415	1.0	15.5	4.1	0.06569	0.01765	0.07703	0.06125	667	665	1.0	15.4	4.2	0.06535	0.01813	0.07168	0.06121
7_1_12	0.75	690	688	1.0	14.8	4.7	0.06313	0.02019	0.0753	0.0561	1357	1353	1.0	15.1	4.4	0.06422	0.01923	0.07352	0.05867
7_1_12	0.67	1105	1104	1.0	14.6	4.6	0.06263	0.0201	0.073	0.0578	2462	2457	1.0	14.9	4.5	0.06351	0.01964	0.07329	0.05827
7_1_12	0.58	1711	1711	1.0	14.0	4.9	0.0602	0.02102	0.06932	0.05819	4173	4168	1.0	14.5	4.7	0.06215	0.02028	0.07166	0.05826
7_1_12	0.5	2717	2711	1.0	13.4	4.9	0.05779	0.02115	0.07036	0.06698	6890	6879	1.0	14.1	4.8	0.06043	0.02073	0.07115	0.06185
7_1_12	0.42	4130	4115	1.0	12.1	5.2	0.05217	0.0225	0.06557	0.07019	11020	10994	1.0	13.3	5.0	0.05734	0.02178	0.06906	0.06515
7_1_12	0.33	6351	6307	0.99	10.6	5.3	0.046	0.02303	0.06381	0.08375	17371	17301	1.0	12.3	5.3	0.0532	0.02291	0.06715	0.07253
7_1_12	0.25	10569	10311	0.98	8.6	5.0	0.03752	0.02221	0.06072	0.10127	27940	27612	0.99	10.9	5.5	0.04735	0.02389	0.06475	0.08447
