Name	PropCovLoci	NoLoci	Polymorphic	PropPolymorphic	AvSNPCount	SDSNPCount	AvSNPdensity	SDSNPdenisty	CummNoLoci	CummPolymorphic	CummPropPolymorphic	CummAvSNPCount	CummSDSNPCount	CummAvSNPdensity	CummSDSNPdenisty
5_15_6	1.0	733	732	1.0	22.5	9.1	0.09528	0.03844	733	732	1.0	22.5	9.1	0.09528	0.03844
5_15_6	0.92	1198	1198	1.0	22.6	9.2	0.09541	0.03844	1931	1930	1.0	22.5	9.1	0.09536	0.03843
5_15_6	0.83	1569	1569	1.0	21.6	8.8	0.09175	0.03748	3500	3499	1.0	22.1	9.0	0.09374	0.03804
5_15_6	0.75	1864	1864	1.0	20.0	8.2	0.08519	0.03505	5364	5363	1.0	21.4	8.8	0.09077	0.03725
5_15_6	0.67	2233	2232	1.0	18.5	8.2	0.07896	0.03498	7597	7595	1.0	20.5	8.7	0.0873	0.03699
5_15_6	0.58	2903	2899	1.0	16.5	7.7	0.07048	0.03304	10500	10494	1.0	19.4	8.6	0.08265	0.03672
5_15_6	0.5	3507	3500	1.0	14.1	7.2	0.06039	0.03072	14007	13994	1.0	18.1	8.6	0.07708	0.0366
5_15_6	0.42	4907	4880	0.99	12.2	6.7	0.05241	0.02888	18914	18874	1.0	16.6	8.6	0.0707	0.03641
5_15_6	0.33	7009	6903	0.98	9.8	6.0	0.04235	0.02604	25923	25777	0.99	14.7	8.5	0.06311	0.03619
5_15_6	0.25	11258	10780	0.96	7.3	4.9	0.03238	0.02174	37181	36557	0.98	12.6	8.4	0.05405	0.03549
5_15_6	0.17	23335	19713	0.84	4.7	3.7	0.02148	0.01673	60516	56270	0.93	9.8	8.0	0.04264	0.03402
5_15_6	0.08	110881	7587	0.07	2.5	2.8	0.01198	0.01501	171397	63857	0.37	9.0	7.9	0.039	0.03384
5_10_20	1.0	803	802	1.0	23.6	10.0	0.10042	0.04214	803	802	1.0	23.6	10.0	0.10042	0.04214
5_10_20	0.92	1322	1322	1.0	24.3	10.0	0.10313	0.04255	2125	2124	1.0	24.1	10.0	0.10211	0.04241
5_10_20	0.83	1723	1723	1.0	23.5	10.0	0.09962	0.04261	3848	3847	1.0	23.8	10.0	0.10099	0.04251
5_10_20	0.75	2099	2098	1.0	21.9	9.4	0.09315	0.04016	5947	5945	1.0	23.1	9.8	0.09822	0.04186
5_10_20	0.67	2455	2453	1.0	20.5	9.5	0.08735	0.04072	8402	8398	1.0	22.4	9.8	0.09505	0.04182
5_10_20	0.58	2995	2993	1.0	17.9	8.7	0.07626	0.03692	11397	11391	1.0	21.2	9.7	0.09011	0.04142
5_10_20	0.5	3737	3727	1.0	15.9	8.3	0.06811	0.0359	15134	15118	1.0	19.9	9.7	0.08469	0.04124
5_10_20	0.42	4873	4850	1.0	13.6	7.9	0.05883	0.03435	20007	19968	1.0	18.3	9.7	0.07841	0.0412
5_10_20	0.33	6822	6728	0.99	11.0	7.0	0.04765	0.03062	26829	26696	1.0	16.5	9.6	0.07066	0.04104
5_10_20	0.25	10774	10361	0.96	8.4	5.9	0.03747	0.02658	37603	37057	0.99	14.2	9.5	0.06138	0.0404
5_10_20	0.17	21318	18217	0.85	5.6	4.5	0.0255	0.02113	58921	55274	0.94	11.4	9.1	0.04955	0.03906
5_10_20	0.08	92740	5932	0.06	2.2	2.3	0.01038	0.01165	151661	61206	0.4	10.5	9.1	0.04576	0.03906
5_8_10	1.0	784	783	1.0	23.0	9.5	0.09733	0.03967	784	783	1.0	23.0	9.5	0.09733	0.03967
5_8_10	0.92	1309	1309	1.0	23.6	9.6	0.10015	0.04062	2093	2092	1.0	23.3	9.5	0.0991	0.04028
5_8_10	0.83	1760	1760	1.0	22.4	9.3	0.09536	0.03933	3853	3852	1.0	22.9	9.4	0.09739	0.03989
5_8_10	0.75	2118	2118	1.0	21.0	8.8	0.08947	0.03747	5971	5970	1.0	22.3	9.2	0.09458	0.03923
5_8_10	0.67	2522	2520	1.0	19.3	8.6	0.08228	0.03637	8493	8490	1.0	21.4	9.1	0.09093	0.03881
5_8_10	0.58	3166	3163	1.0	17.1	7.9	0.07309	0.03381	11659	11653	1.0	20.2	9.0	0.08609	0.03835
5_8_10	0.5	3823	3814	1.0	15.3	7.8	0.06554	0.03356	15482	15467	1.0	19.0	9.0	0.08102	0.03826
5_8_10	0.42	5117	5095	1.0	13.0	7.1	0.0558	0.03058	20599	20562	1.0	17.5	9.0	0.07477	0.0381
5_8_10	0.33	7194	7087	0.99	10.5	6.4	0.04547	0.02806	27793	27649	0.99	15.7	8.9	0.06726	0.03801
5_8_10	0.25	11207	10765	0.96	7.9	5.3	0.03505	0.02353	39000	38414	0.98	13.5	8.8	0.05823	0.03747
5_8_10	0.17	22300	19024	0.85	5.2	4.0	0.02366	0.01825	61300	57438	0.94	10.8	8.5	0.04678	0.03625
5_8_10	0.08	98917	6178	0.06	2.2	2.1	0.01011	0.01055	160217	63616	0.4	9.9	8.5	0.04322	0.03627
7_1_6	1.0	670	670	1.0	20.4	8.8	0.08601	0.03668	670	670	1.0	20.4	8.8	0.08601	0.03668
7_1_6	0.92	1144	1143	1.0	20.8	8.5	0.08791	0.03544	1814	1813	1.0	20.7	8.6	0.08721	0.03591
7_1_6	0.83	1476	1475	1.0	20.1	8.2	0.08501	0.03467	3290	3288	1.0	20.4	8.4	0.08622	0.03537
7_1_6	0.75	1932	1932	1.0	18.6	8.0	0.07922	0.03379	5222	5220	1.0	19.7	8.3	0.08363	0.03495
7_1_6	0.67	2523	2522	1.0	17.2	7.5	0.07318	0.0318	7745	7742	1.0	18.9	8.2	0.08023	0.03431
7_1_6	0.58	3211	3209	1.0	15.6	7.3	0.06671	0.03122	10956	10951	1.0	18.0	8.0	0.07627	0.03399
7_1_6	0.5	4292	4285	1.0	13.6	6.8	0.05831	0.02904	15248	15236	1.0	16.7	8.0	0.07122	0.03366
7_1_6	0.42	5785	5757	1.0	11.7	6.2	0.05032	0.02681	21033	20993	1.0	15.3	7.8	0.06549	0.03326
7_1_6	0.33	8178	8060	0.99	9.5	5.6	0.04131	0.02417	29211	29053	0.99	13.7	7.7	0.05878	0.03284
7_1_6	0.25	12873	12337	0.96	7.1	4.6	0.03139	0.01999	42084	41390	0.98	11.8	7.6	0.05061	0.03214
7_1_6	0.17	25041	21272	0.85	4.6	3.4	0.02084	0.01523	67125	62662	0.93	9.3	7.3	0.04051	0.03098
7_1_6	0.08	108393	5632	0.05	1.5	1.3	0.0068	0.0056	175518	68294	0.39	8.7	7.3	0.03773	0.03113
7_1_15	1.0	784	781	1.0	22.5	10.1	0.09429	0.04192	784	781	1.0	22.5	10.1	0.09429	0.04192
7_1_15	0.92	1331	1330	1.0	23.4	10.1	0.09906	0.04303	2115	2111	1.0	23.0	10.1	0.0973	0.04267
7_1_15	0.83	1700	1700	1.0	22.8	9.8	0.09687	0.04176	3815	3811	1.0	23.0	10.0	0.09711	0.04226
7_1_15	0.75	2191	2190	1.0	21.4	9.5	0.09109	0.04009	6006	6001	1.0	22.4	9.8	0.09491	0.04158
7_1_15	0.67	2651	2650	1.0	19.7	9.2	0.08406	0.0395	8657	8651	1.0	21.6	9.7	0.09159	0.04126
7_1_15	0.58	3311	3307	1.0	18.0	9.0	0.07684	0.03828	11968	11958	1.0	20.6	9.7	0.08751	0.04099
7_1_15	0.5	4163	4157	1.0	15.6	8.1	0.06689	0.03478	16131	16115	1.0	19.3	9.5	0.08219	0.0405
7_1_15	0.42	5496	5475	1.0	13.6	7.7	0.05882	0.03326	21627	21590	1.0	17.9	9.4	0.07626	0.0401
7_1_15	0.33	7506	7408	0.99	11.0	6.8	0.04785	0.02987	29133	28998	1.0	16.1	9.3	0.069	0.03973
7_1_15	0.25	11678	11276	0.97	8.3	5.6	0.03668	0.02521	40811	40274	0.99	13.9	9.2	0.05996	0.03905
7_1_15	0.17	21581	18517	0.86	5.4	4.3	0.02481	0.02016	62392	58791	0.94	11.2	8.9	0.04889	0.03794
7_1_15	0.08	88415	4542	0.05	1.5	1.3	0.00688	0.00607	150807	63333	0.42	10.5	8.9	0.04587	0.03816
3_4_10	1.0	814	813	1.0	23.4	9.4	0.09944	0.03978	814	813	1.0	23.4	9.4	0.09944	0.03978
3_4_10	0.92	1490	1490	1.0	23.6	9.6	0.10018	0.04034	2304	2303	1.0	23.6	9.5	0.09992	0.04014
3_4_10	0.83	2114	2113	1.0	22.1	9.2	0.09418	0.03932	4418	4416	1.0	22.9	9.4	0.09718	0.03985
3_4_10	0.75	2590	2589	1.0	21.2	8.7	0.09038	0.03737	7008	7005	1.0	22.3	9.2	0.09466	0.03909
3_4_10	0.67	3090	3089	1.0	19.1	8.7	0.08139	0.03663	10098	10094	1.0	21.3	9.1	0.0906	0.03883
3_4_10	0.58	3673	3670	1.0	17.3	8.0	0.07408	0.03426	13771	13764	1.0	20.2	9.0	0.0862	0.03837
3_4_10	0.5	4505	4494	1.0	15.1	7.6	0.06472	0.0327	18276	18258	1.0	19.0	9.0	0.08091	0.03819
3_4_10	0.42	5828	5789	0.99	12.8	7.1	0.05554	0.03072	24104	24047	1.0	17.5	8.9	0.0748	0.03811
3_4_10	0.33	8109	7994	0.99	10.3	6.3	0.04504	0.02751	32213	32041	0.99	15.7	8.9	0.06738	0.03801
3_4_10	0.25	12693	12196	0.96	7.8	5.2	0.0349	0.02348	44906	44237	0.99	13.5	8.8	0.05842	0.03754
3_4_10	0.17	24594	20840	0.85	5.1	3.9	0.02338	0.01793	69500	65077	0.94	10.8	8.5	0.0472	0.03644
3_4_10	0.08	109986	5498	0.05	1.9	1.7	0.00861	0.00797	179486	70575	0.39	10.1	8.6	0.04419	0.03656
7_10_3	1.0	505	505	1.0	19.5	8.0	0.08312	0.03417	505	505	1.0	19.5	8.0	0.08312	0.03417
7_10_3	0.92	888	888	1.0	20.0	8.1	0.08473	0.03376	1393	1393	1.0	19.8	8.1	0.08414	0.0339
7_10_3	0.83	1140	1139	1.0	19.1	7.8	0.08086	0.0333	2533	2532	1.0	19.5	8.0	0.08266	0.03366
7_10_3	0.75	1466	1466	1.0	18.1	7.7	0.07685	0.03279	3999	3998	1.0	19.0	7.9	0.08053	0.03346
7_10_3	0.67	1820	1819	1.0	16.3	7.4	0.06946	0.03116	5819	5817	1.0	18.2	7.8	0.07707	0.03316
7_10_3	0.58	2253	2249	1.0	14.6	7.0	0.06219	0.02974	8072	8066	1.0	17.2	7.8	0.07292	0.03292
7_10_3	0.5	3106	3097	1.0	12.4	6.3	0.05294	0.02695	11178	11163	1.0	15.8	7.7	0.06738	0.03263
7_10_3	0.42	4213	4187	0.99	10.6	6.1	0.04557	0.02611	15391	15350	1.0	14.4	7.7	0.06143	0.03247
7_10_3	0.33	6499	6360	0.98	8.5	5.4	0.03693	0.02333	21890	21710	0.99	12.7	7.6	0.05425	0.03208
7_10_3	0.25	11021	10459	0.95	6.4	4.5	0.02782	0.01952	32911	32169	0.98	10.6	7.3	0.04566	0.03117
7_10_3	0.17	23902	19713	0.82	4.1	3.3	0.01834	0.01454	56813	51882	0.91	8.2	6.9	0.03528	0.0293
7_10_3	0.08	127879	10615	0.08	2.7	2.9	0.01259	0.01388	184692	62497	0.34	7.2	6.7	0.03142	0.0286
7_8_20	1.0	808	808	1.0	23.8	10.0	0.10097	0.04245	808	808	1.0	23.8	10.0	0.10097	0.04245
7_8_20	0.92	1249	1248	1.0	23.6	9.9	0.10046	0.04192	2057	2056	1.0	23.7	9.9	0.10066	0.04212
7_8_20	0.83	1597	1597	1.0	23.7	9.9	0.1004	0.04216	3654	3653	1.0	23.7	9.9	0.10054	0.04213
7_8_20	0.75	1899	1899	1.0	22.1	9.4	0.09381	0.04022	5553	5552	1.0	23.1	9.8	0.09824	0.04161
7_8_20	0.67	2258	2256	1.0	20.1	9.3	0.08571	0.03978	7811	7808	1.0	22.3	9.7	0.09462	0.04148
7_8_20	0.58	2793	2791	1.0	18.2	8.9	0.07783	0.03831	10604	10599	1.0	21.2	9.7	0.0902	0.04133
7_8_20	0.5	3524	3518	1.0	15.9	8.3	0.06818	0.0357	14128	14117	1.0	19.9	9.6	0.08471	0.04112
7_8_20	0.42	4600	4579	1.0	13.8	7.9	0.05944	0.03417	18728	18696	1.0	18.4	9.6	0.07852	0.041
7_8_20	0.33	6528	6430	0.98	11.3	7.2	0.04919	0.03188	25256	25126	0.99	16.6	9.6	0.07102	0.04092
7_8_20	0.25	10274	9897	0.96	8.5	5.9	0.03746	0.02655	35530	35023	0.99	14.3	9.4	0.06154	0.04036
7_8_20	0.17	19941	17070	0.86	5.6	4.5	0.02566	0.02112	55471	52093	0.94	11.4	9.1	0.04978	0.03905
7_8_20	0.08	84314	5891	0.07	2.2	2.2	0.0101	0.01046	139785	57984	0.41	10.5	9.1	0.04575	0.03905
5_8_20	1.0	821	820	1.0	23.7	9.9	0.10058	0.04183	821	820	1.0	23.7	9.9	0.10058	0.04183
5_8_20	0.92	1347	1347	1.0	24.4	10.0	0.10392	0.04273	2168	2167	1.0	24.2	10.0	0.10266	0.04241
5_8_20	0.83	1747	1747	1.0	23.6	9.8	0.10019	0.04174	3915	3914	1.0	23.9	9.9	0.10155	0.04212
5_8_20	0.75	2133	2133	1.0	22.0	9.6	0.09371	0.04104	6048	6047	1.0	23.2	9.9	0.09879	0.04191
5_8_20	0.67	2534	2530	1.0	20.3	9.3	0.08679	0.04	8582	8577	1.0	22.4	9.8	0.09525	0.04171
5_8_20	0.58	3056	3052	1.0	18.0	8.8	0.07675	0.03757	11638	11629	1.0	21.2	9.7	0.09039	0.04147
5_8_20	0.5	3809	3802	1.0	16.0	8.4	0.06874	0.0361	15447	15431	1.0	19.9	9.7	0.08506	0.04128
5_8_20	0.42	5016	4992	1.0	13.7	7.8	0.05912	0.03411	20463	20423	1.0	18.4	9.6	0.07872	0.04119
5_8_20	0.33	6879	6774	0.98	11.1	7.1	0.04823	0.03147	27342	27197	0.99	16.6	9.6	0.07112	0.04116
5_8_20	0.25	10788	10384	0.96	8.4	5.9	0.03738	0.02658	38130	37581	0.99	14.3	9.5	0.0618	0.04061
5_8_20	0.17	21335	18248	0.86	5.5	4.5	0.02551	0.02114	59465	55829	0.94	11.5	9.2	0.04994	0.03932
5_8_20	0.08	92484	5801	0.06	2.2	2.2	0.01008	0.01067	151949	61630	0.41	10.6	9.2	0.04619	0.03933
3_10_10	1.0	842	842	1.0	23.7	9.6	0.10028	0.04017	842	842	1.0	23.7	9.6	0.10028	0.04017
3_10_10	0.92	1445	1444	1.0	23.4	9.4	0.0991	0.03973	2287	2286	1.0	23.5	9.5	0.09953	0.03989
3_10_10	0.83	1987	1987	1.0	22.3	9.2	0.09504	0.03934	4274	4273	1.0	22.9	9.4	0.09745	0.03969
3_10_10	0.75	2446	2443	1.0	21.3	8.9	0.0908	0.03828	6720	6716	1.0	22.4	9.3	0.09503	0.03931
3_10_10	0.67	2886	2885	1.0	19.0	8.5	0.08102	0.03596	9606	9601	1.0	21.4	9.2	0.09082	0.03887
3_10_10	0.58	3386	3385	1.0	17.2	8.0	0.07368	0.03442	12992	12986	1.0	20.3	9.1	0.08635	0.0385
3_10_10	0.5	4212	4201	1.0	15.0	7.6	0.0645	0.03274	17204	17187	1.0	19.0	9.0	0.08101	0.03834
3_10_10	0.42	5363	5327	0.99	12.6	7.1	0.05465	0.03056	22567	22514	1.0	17.5	9.0	0.07477	0.03832
3_10_10	0.33	7653	7543	0.99	10.2	6.4	0.04467	0.02778	30220	30057	0.99	15.7	9.0	0.06722	0.03826
3_10_10	0.25	12038	11538	0.96	7.8	5.2	0.03479	0.02345	42258	41595	0.98	13.5	8.9	0.05822	0.0377
3_10_10	0.17	23984	20262	0.84	5.1	4.0	0.02341	0.01817	66242	61857	0.93	10.7	8.6	0.04682	0.03648
3_10_10	0.08	109844	6024	0.05	2.2	2.3	0.01018	0.01152	176086	67881	0.39	10.0	8.6	0.04357	0.03651
5_2_15	1.0	831	830	1.0	23.3	9.8	0.09906	0.04175	831	830	1.0	23.3	9.8	0.09906	0.04175
5_2_15	0.92	1426	1426	1.0	23.6	9.8	0.10015	0.04158	2257	2256	1.0	23.5	9.8	0.09975	0.04164
5_2_15	0.83	1767	1767	1.0	23.0	9.7	0.09778	0.04144	4024	4023	1.0	23.3	9.8	0.09888	0.04156
5_2_15	0.75	2332	2331	1.0	21.6	9.5	0.09217	0.04083	6356	6354	1.0	22.7	9.7	0.09642	0.04142
5_2_15	0.67	2803	2802	1.0	19.9	9.2	0.08463	0.03932	9159	9156	1.0	21.8	9.6	0.09281	0.04115
5_2_15	0.58	3450	3448	1.0	17.8	8.7	0.076	0.03726	12609	12604	1.0	20.7	9.6	0.08821	0.04081
5_2_15	0.5	4287	4279	1.0	15.7	8.2	0.06733	0.03506	16896	16883	1.0	19.4	9.5	0.08292	0.04047
5_2_15	0.42	5638	5610	1.0	13.7	7.7	0.05901	0.03369	22534	22493	1.0	18.0	9.4	0.07696	0.04024
5_2_15	0.33	7627	7535	0.99	10.8	6.8	0.04719	0.02975	30161	30028	1.0	16.2	9.4	0.06949	0.04002
5_2_15	0.25	11759	11332	0.96	8.2	5.6	0.03664	0.02562	41920	41360	0.99	14.0	9.2	0.06049	0.03946
5_2_15	0.17	22485	19286	0.86	5.4	4.3	0.02485	0.01993	64405	60646	0.94	11.3	8.9	0.04915	0.03826
5_2_15	0.08	95219	4951	0.05	1.6	1.4	0.00753	0.00659	159624	65597	0.41	10.5	9.0	0.04601	0.03844
7_1_10	1.0	772	772	1.0	21.7	9.7	0.09153	0.04101	772	772	1.0	21.7	9.7	0.09153	0.04101
7_1_10	0.92	1239	1238	1.0	22.5	9.4	0.09504	0.03938	2011	2010	1.0	22.2	9.5	0.09369	0.04004
7_1_10	0.83	1644	1643	1.0	21.8	9.1	0.09262	0.03873	3655	3653	1.0	22.0	9.3	0.09321	0.03945
7_1_10	0.75	2174	2174	1.0	20.7	9.1	0.08779	0.03812	5829	5827	1.0	21.5	9.3	0.09119	0.03905
7_1_10	0.67	2614	2613	1.0	18.9	8.6	0.08042	0.03655	8443	8440	1.0	20.7	9.1	0.08785	0.03861
7_1_10	0.58	3320	3316	1.0	17.2	8.1	0.0733	0.03457	11763	11756	1.0	19.7	9.0	0.08375	0.03808
7_1_10	0.5	4215	4209	1.0	15.0	7.6	0.06445	0.03281	15978	15965	1.0	18.5	8.9	0.07866	0.03773
7_1_10	0.42	5564	5541	1.0	12.9	7.0	0.05563	0.03048	21542	21506	1.0	17.0	8.8	0.07273	0.03739
7_1_10	0.33	7744	7644	0.99	10.5	6.3	0.04559	0.02726	29286	29150	1.0	15.3	8.7	0.06561	0.03699
7_1_10	0.25	11987	11542	0.96	7.9	5.2	0.0347	0.02296	41273	40692	0.99	13.2	8.6	0.05684	0.03639
7_1_10	0.17	22518	19273	0.86	5.2	3.9	0.02342	0.01793	63791	59965	0.94	10.6	8.3	0.0461	0.03529
7_1_10	0.08	93692	4801	0.05	1.5	1.3	0.00687	0.00595	157483	64766	0.41	9.9	8.3	0.04319	0.03552
5_6_10	1.0	797	797	1.0	22.9	9.3	0.09672	0.03919	797	797	1.0	22.9	9.3	0.09672	0.03919
5_6_10	0.92	1337	1337	1.0	23.6	9.6	0.10028	0.04049	2134	2134	1.0	23.3	9.5	0.09895	0.04004
5_6_10	0.83	1771	1771	1.0	22.4	9.2	0.09537	0.0392	3905	3905	1.0	22.9	9.4	0.09733	0.0397
5_6_10	0.75	2192	2192	1.0	21.1	8.8	0.08975	0.03744	6097	6097	1.0	22.3	9.2	0.0946	0.03907
5_6_10	0.67	2554	2551	1.0	19.3	8.5	0.08226	0.03611	8651	8648	1.0	21.4	9.1	0.09096	0.03863
5_6_10	0.58	3255	3250	1.0	17.3	7.9	0.07392	0.03358	11906	11898	1.0	20.3	9.0	0.08631	0.03808
5_6_10	0.5	3942	3934	1.0	15.2	7.7	0.06511	0.03305	15848	15832	1.0	19.0	8.9	0.08104	0.03802
5_6_10	0.42	5251	5226	1.0	13.0	7.2	0.0561	0.03099	21099	21058	1.0	17.5	8.9	0.07485	0.03796
5_6_10	0.33	7260	7157	0.99	10.5	6.4	0.04547	0.02782	28359	28215	0.99	15.7	8.9	0.0674	0.03788
5_6_10	0.25	11417	10981	0.96	7.9	5.3	0.03498	0.0235	39776	39196	0.99	13.5	8.8	0.05832	0.03741
5_6_10	0.17	22569	19280	0.85	5.2	4.0	0.02365	0.01818	62345	58476	0.94	10.8	8.5	0.04688	0.03623
5_6_10	0.08	99237	6077	0.06	2.1	2.0	0.00951	0.00926	161582	64553	0.4	10.0	8.5	0.04337	0.03628
7_6_6	1.0	727	727	1.0	21.7	8.8	0.09205	0.03706	727	727	1.0	21.7	8.8	0.09205	0.03706
7_6_6	0.92	1137	1137	1.0	21.6	8.6	0.0918	0.0362	1864	1864	1.0	21.7	8.7	0.0919	0.03653
7_6_6	0.83	1518	1518	1.0	20.9	8.3	0.0888	0.03521	3382	3382	1.0	21.4	8.5	0.09051	0.03597
7_6_6	0.75	1772	1771	1.0	19.2	8.0	0.08178	0.03418	5154	5153	1.0	20.6	8.4	0.08751	0.0356
7_6_6	0.67	2326	2324	1.0	17.7	7.6	0.07526	0.03217	7480	7477	1.0	19.7	8.3	0.0837	0.03503
7_6_6	0.58	2827	2824	1.0	15.9	7.4	0.06781	0.03139	10307	10301	1.0	18.7	8.2	0.07934	0.0348
7_6_6	0.5	3663	3650	1.0	13.8	6.8	0.05927	0.02926	13970	13951	1.0	17.4	8.2	0.07409	0.03458
7_6_6	0.42	4885	4861	1.0	11.8	6.3	0.05089	0.02711	18855	18812	1.0	16.0	8.1	0.0681	0.03435
7_6_6	0.33	7100	6987	0.98	9.6	5.8	0.0417	0.02489	25955	25799	0.99	14.2	8.0	0.06095	0.03415
7_6_6	0.25	11473	10991	0.96	7.2	4.7	0.03166	0.02065	37428	36790	0.98	12.1	7.9	0.0522	0.03354
7_6_6	0.17	23095	19576	0.85	4.7	3.6	0.02124	0.01579	60523	56366	0.93	9.6	7.6	0.04144	0.03222
7_6_6	0.08	103717	7297	0.07	2.1	2.1	0.0099	0.00981	164240	63663	0.39	8.7	7.6	0.03783	0.03211
5_3_10	1.0	810	808	1.0	23.1	9.5	0.09803	0.04036	810	808	1.0	23.1	9.5	0.09803	0.04036
5_3_10	0.92	1339	1338	1.0	23.2	9.6	0.09858	0.04023	2149	2146	1.0	23.2	9.5	0.09837	0.04027
5_3_10	0.83	1763	1763	1.0	22.2	9.3	0.09387	0.03876	3912	3909	1.0	22.7	9.4	0.09634	0.03966
5_3_10	0.75	2298	2298	1.0	21.0	8.8	0.08918	0.03748	6210	6207	1.0	22.1	9.2	0.09369	0.03902
5_3_10	0.67	2712	2711	1.0	19.3	8.5	0.0821	0.03617	8922	8918	1.0	21.2	9.1	0.09017	0.03854
5_3_10	0.58	3421	3419	1.0	17.2	8.0	0.07347	0.0343	12343	12337	1.0	20.1	9.0	0.08554	0.03815
5_3_10	0.5	4202	4192	1.0	15.1	7.7	0.06496	0.0331	16545	16529	1.0	18.8	9.0	0.08032	0.03801
5_3_10	0.42	5573	5550	1.0	13.0	7.1	0.05624	0.03083	22118	22079	1.0	17.4	8.9	0.07427	0.03781
5_3_10	0.33	7649	7548	0.99	10.4	6.3	0.04528	0.02743	29767	29627	1.0	15.6	8.8	0.06688	0.03764
5_3_10	0.25	11832	11378	0.96	7.8	5.2	0.03482	0.02329	41599	41005	0.99	13.4	8.7	0.05798	0.03715
5_3_10	0.17	23123	19771	0.86	5.1	3.9	0.02351	0.01796	64722	60776	0.94	10.7	8.5	0.04677	0.03601
5_3_10	0.08	99895	5572	0.06	1.8	1.5	0.00822	0.00696	164617	66348	0.4	10.0	8.5	0.04353	0.03614
3_8_20	1.0	865	865	1.0	24.5	10.1	0.10405	0.04286	865	865	1.0	24.5	10.1	0.10405	0.04286
3_8_20	0.92	1526	1525	1.0	24.4	10.2	0.10342	0.04302	2391	2390	1.0	24.5	10.2	0.10364	0.04295
3_8_20	0.83	2012	2012	1.0	23.7	10.3	0.10093	0.04358	4403	4402	1.0	24.1	10.2	0.1024	0.04326
3_8_20	0.75	2532	2531	1.0	22.3	9.5	0.09476	0.04084	6935	6933	1.0	23.4	10.0	0.09961	0.04255
3_8_20	0.67	2930	2928	1.0	19.8	9.1	0.08456	0.0389	9865	9861	1.0	22.4	9.9	0.09514	0.04206
3_8_20	0.58	3403	3401	1.0	18.1	8.8	0.07769	0.03759	13268	13262	1.0	21.3	9.8	0.09067	0.04166
3_8_20	0.5	4177	4165	1.0	15.8	8.3	0.06795	0.03544	17445	17427	1.0	20.0	9.7	0.08524	0.04141
3_8_20	0.42	5307	5274	0.99	13.5	7.9	0.05855	0.03491	22752	22701	1.0	18.5	9.7	0.07904	0.04155
3_8_20	0.33	7519	7411	0.99	10.9	7.0	0.04762	0.0308	30271	30112	0.99	16.6	9.7	0.07131	0.04145
3_8_20	0.25	11731	11262	0.96	8.4	6.0	0.03753	0.02736	42002	41374	0.99	14.4	9.6	0.06211	0.04099
3_8_20	0.17	23022	19507	0.85	5.5	4.4	0.02537	0.02118	65024	60881	0.94	11.5	9.3	0.05034	0.03974
3_8_20	0.08	102588	5488	0.05	2.1	2.1	0.00964	0.01018	167612	66369	0.4	10.7	9.3	0.04697	0.03979
7_8_6	1.0	723	723	1.0	21.9	9.0	0.09273	0.03762	723	723	1.0	21.9	9.0	0.09273	0.03762
7_8_6	0.92	1154	1153	1.0	21.7	8.7	0.09221	0.0364	1877	1876	1.0	21.8	8.8	0.09241	0.03687
7_8_6	0.83	1505	1505	1.0	21.3	8.6	0.09037	0.03632	3382	3381	1.0	21.6	8.7	0.0915	0.03663
7_8_6	0.75	1756	1756	1.0	19.7	8.1	0.08365	0.03442	5138	5137	1.0	20.9	8.5	0.08881	0.03608
7_8_6	0.67	2229	2228	1.0	18.0	7.8	0.07656	0.03302	7367	7365	1.0	20.0	8.4	0.08511	0.03563
7_8_6	0.58	2746	2744	1.0	16.1	7.4	0.06858	0.03182	10113	10109	1.0	19.0	8.4	0.08062	0.0354
7_8_6	0.5	3548	3539	1.0	14.0	6.9	0.05996	0.02958	13661	13648	1.0	17.7	8.3	0.07526	0.03517
7_8_6	0.42	4636	4610	0.99	12.0	6.5	0.0516	0.02798	18297	18258	1.0	16.2	8.3	0.06929	0.03505
7_8_6	0.33	6852	6743	0.98	9.7	5.8	0.04195	0.02523	25149	25001	0.99	14.5	8.2	0.06191	0.03487
7_8_6	0.25	11037	10562	0.96	7.3	4.8	0.03199	0.02103	36186	35563	0.98	12.3	8.1	0.05303	0.03425
7_8_6	0.17	22404	18970	0.85	4.7	3.6	0.02139	0.01605	58590	54533	0.93	9.7	7.7	0.04202	0.03289
7_8_6	0.08	102184	7357	0.07	2.3	2.4	0.01059	0.0113	160774	61890	0.38	8.8	7.7	0.03829	0.03274
7_10_4	1.0	609	609	1.0	20.7	8.3	0.08808	0.03501	609	609	1.0	20.7	8.3	0.08808	0.03501
7_10_4	0.92	1000	1000	1.0	21.0	8.6	0.08887	0.0358	1609	1609	1.0	20.9	8.5	0.08857	0.03549
7_10_4	0.83	1301	1301	1.0	20.1	8.1	0.08507	0.03411	2910	2910	1.0	20.5	8.3	0.08701	0.03492
7_10_4	0.75	1615	1614	1.0	19.0	8.0	0.08058	0.03406	4525	4524	1.0	20.0	8.2	0.08471	0.03475
7_10_4	0.67	1992	1991	1.0	17.3	7.6	0.07348	0.03238	6517	6515	1.0	19.1	8.1	0.08128	0.03443
7_10_4	0.58	2436	2433	1.0	15.4	7.3	0.06545	0.03113	8953	8948	1.0	18.1	8.1	0.07698	0.0343
7_10_4	0.5	3278	3268	1.0	13.0	6.6	0.05569	0.02822	12231	12216	1.0	16.7	8.0	0.07128	0.03411
